sdmx-attribute:refArea,dcat:measure_1_value,dcat-dimension:thing,sdmx-attribute:unitMeasure,sdmx-dimension:refPeriod
South Sudan - Konyo Konyo,0.02268907562571428,"Sorghum (white, imported) - Retail",$/kg,2010-04-15
South Sudan - Konyo Konyo,0.030987394951785704,"Sorghum (white, imported) - Retail",$/kg,2010-05-15
South Sudan - Konyo Konyo,0.03781512604285713,"Sorghum (white, imported) - Retail",$/kg,2010-06-15
South Sudan - Konyo Konyo,0.03361344537142856,"Sorghum (white, imported) - Retail",$/kg,2010-07-15
South Sudan - Konyo Konyo,0.03361344537142856,"Sorghum (white, imported) - Retail",$/kg,2010-08-15
South Sudan - Konyo Konyo,0.02941176469999999,"Sorghum (white, imported) - Retail",$/kg,2010-09-15
South Sudan - Konyo Konyo,0.03361344537142856,"Sorghum (white, imported) - Retail",$/kg,2010-10-15
South Sudan - Konyo Konyo,0.03623949579107141,"Sorghum (white, imported) - Retail",$/kg,2010-11-15
South Sudan - Konyo Konyo,0.03361344537142856,"Sorghum (white, imported) - Retail",$/kg,2010-12-15
South Sudan - Konyo Konyo,0.03781512604285713,"Sorghum (white, imported) - Retail",$/kg,2011-01-15
South Sudan - Konyo Konyo,0.03361344537142856,"Sorghum (white, imported) - Retail",$/kg,2011-02-15
South Sudan - Konyo Konyo,0.0346638655392857,"Sorghum (white, imported) - Retail",$/kg,2011-03-15
South Sudan - Konyo Konyo,0.0383403361267857,"Sorghum (white, imported) - Retail",$/kg,2011-04-15
South Sudan - Konyo Konyo,0.03361344537142856,"Sorghum (white, imported) - Retail",$/kg,2011-05-15
South Sudan - Konyo Konyo,0.03781512604285713,"Sorghum (white, imported) - Retail",$/kg,2011-06-15
South Sudan - Konyo Konyo,0.042016806714285704,"Sorghum (white, imported) - Retail",$/kg,2011-07-15
South Sudan - Konyo Konyo,0.042016806714285704,"Sorghum (white, imported) - Retail",$/kg,2011-08-15
South Sudan - Konyo Konyo,0.042016806714285704,"Sorghum (white, imported) - Retail",$/kg,2011-09-15
South Sudan - Konyo Konyo,0.04884453780535713,"Sorghum (white, imported) - Retail",$/kg,2011-10-15
South Sudan - Konyo Konyo,0.042016806714285704,"Sorghum (white, imported) - Retail",$/kg,2011-11-15
South Sudan - Konyo Konyo,0.042016806714285704,"Sorghum (white, imported) - Retail",$/kg,2011-12-15
South Sudan - Konyo Konyo,0.05462184872857141,"Sorghum (white, imported) - Retail",$/kg,2012-01-15
South Sudan - Konyo Konyo,0.05882352939999998,"Sorghum (white, imported) - Retail",$/kg,2012-02-15
South Sudan - Konyo Konyo,0.06218487393714284,"Sorghum (white, imported) - Retail",$/kg,2012-03-15
South Sudan - Konyo Konyo,0.06827731091071426,"Sorghum (white, imported) - Retail",$/kg,2012-04-15
South Sudan - Konyo Konyo,0.05882352939999998,"Sorghum (white, imported) - Retail",$/kg,2012-05-15
South Sudan - Konyo Konyo,0.042016806714285704,"Sorghum (white, imported) - Retail",$/kg,2012-07-15
South Sudan - Konyo Konyo,0.042016806714285704,"Sorghum (white, imported) - Retail",$/kg,2012-08-15
South Sudan - Konyo Konyo,0.042016806714285704,"Sorghum (white, imported) - Retail",$/kg,2012-09-15
South Sudan - Konyo Konyo,0.06302521007142856,"Sorghum (white, imported) - Retail",$/kg,2012-10-15
South Sudan - Konyo Konyo,0.06302521007142856,"Sorghum (white, imported) - Retail",$/kg,2012-11-15
South Sudan - Konyo Konyo,0.06302521007142856,"Sorghum (white, imported) - Retail",$/kg,2012-12-15
South Sudan - Konyo Konyo,0.06302521007142856,"Sorghum (white, imported) - Retail",$/kg,2013-01-15
South Sudan - Konyo Konyo,0.06302521007142856,"Sorghum (white, imported) - Retail",$/kg,2013-02-15
South Sudan - Konyo Konyo,0.06302521007142856,"Sorghum (white, imported) - Retail",$/kg,2013-03-15
South Sudan - Konyo Konyo,0.0693277310785714,"Sorghum (white, imported) - Retail",$/kg,2013-04-15
South Sudan - Konyo Konyo,0.07142857141428569,"Sorghum (white, imported) - Retail",$/kg,2013-05-15
South Sudan - Konyo Konyo,0.07058823527999998,"Sorghum (white, imported) - Retail",$/kg,2013-06-15
South Sudan - Konyo Konyo,0.06722689074285712,"Sorghum (white, imported) - Retail",$/kg,2013-07-15
South Sudan - Konyo Konyo,0.07142857141428569,"Sorghum (white, imported) - Retail",$/kg,2013-08-15
South Sudan - Konyo Konyo,0.06722689074285712,"Sorghum (white, imported) - Retail",$/kg,2013-09-15
South Sudan - Konyo Konyo,0.06302521007142856,"Sorghum (white, imported) - Retail",$/kg,2013-10-15
South Sudan - Konyo Konyo,0.059327731080571405,"Sorghum (white, imported) - Retail",$/kg,2013-11-15
South Sudan - Konyo Konyo,0.06428571427285712,"Sorghum (white, imported) - Retail",$/kg,2013-12-15
South Sudan - Konyo Konyo,0.08403361342857141,"Sorghum (white, imported) - Retail",$/kg,2014-01-15
South Sudan - Konyo Konyo,0.06722689074285712,"Sorghum (white, imported) - Retail",$/kg,2014-02-15
South Sudan - Konyo Konyo,0.06722689074285712,"Sorghum (white, imported) - Retail",$/kg,2014-03-15
South Sudan - Konyo Konyo,0.05042016805714284,"Sorghum (white, imported) - Retail",$/kg,2014-04-15
South Sudan - Konyo Konyo,0.05042016805714284,"Sorghum (white, imported) - Retail",$/kg,2014-05-15
South Sudan - Konyo Konyo,0.05042016805714284,"Sorghum (white, imported) - Retail",$/kg,2014-06-15
South Sudan - Konyo Konyo,0.05042016805714284,"Sorghum (white, imported) - Retail",$/kg,2014-07-15
South Sudan - Konyo Konyo,0.03518907562321427,"Sorghum (white, imported) - Retail",$/kg,2014-08-15
South Sudan - Konyo Konyo,0.030462184867857133,"Sorghum (white, imported) - Retail",$/kg,2014-09-15
South Sudan - Konyo Konyo,0.03361344537142856,"Sorghum (white, imported) - Retail",$/kg,2014-10-15
South Sudan - Konyo Konyo,0.03455882352249999,"Sorghum (white, imported) - Retail",$/kg,2014-11-15
