sdmx-dimension:refPeriod,sdmx-attribute:unitMeasure,dcat-dimension:thing,dcat:measure_1_value,sdmx-attribute:refArea
2010-03-15,SSP/3.5 KG,Millet (white) - Retail,10.75,South Sudan - Konyo Konyo
2010-04-15,SSP/3.5 KG,Millet (white) - Retail,10.6,South Sudan - Konyo Konyo
2010-05-15,SSP/3.5 KG,Millet (white) - Retail,13.0,South Sudan - Konyo Konyo
2010-06-15,SSP/3.5 KG,Millet (white) - Retail,17.0,South Sudan - Konyo Konyo
2010-07-15,SSP/3.5 KG,Millet (white) - Retail,15.7,South Sudan - Konyo Konyo
2010-08-15,SSP/3.5 KG,Millet (white) - Retail,15.5,South Sudan - Konyo Konyo
2010-09-15,SSP/3.5 KG,Millet (white) - Retail,15.375,South Sudan - Konyo Konyo
2010-10-15,SSP/3.5 KG,Millet (white) - Retail,15.0,South Sudan - Konyo Konyo
2010-11-15,SSP/3.5 KG,Millet (white) - Retail,6.25,South Sudan - Konyo Konyo
2010-12-15,SSP/3.5 KG,Millet (white) - Retail,6.6,South Sudan - Konyo Konyo
2011-01-15,SSP/3.5 KG,Millet (white) - Retail,8.6667,South Sudan - Konyo Konyo
2011-02-15,SSP/3.5 KG,Millet (white) - Retail,8.0,South Sudan - Konyo Konyo
2011-03-15,SSP/3.5 KG,Millet (white) - Retail,8.0,South Sudan - Konyo Konyo
2011-04-15,SSP/3.5 KG,Millet (white) - Retail,12.625,South Sudan - Konyo Konyo
2011-05-15,SSP/3.5 KG,Millet (white) - Retail,15.3333,South Sudan - Konyo Konyo
2011-10-15,SSP/3.5 KG,Millet (white) - Retail,20.0,South Sudan - Konyo Konyo
2011-11-15,SSP/3.5 KG,Millet (white) - Retail,18.625,South Sudan - Konyo Konyo
2011-12-15,SSP/3.5 KG,Millet (white) - Retail,28.6667,South Sudan - Konyo Konyo
2012-03-15,SSP/3.5 KG,Millet (white) - Retail,36.8,South Sudan - Konyo Konyo
2012-04-15,SSP/3.5 KG,Millet (white) - Retail,39.0,South Sudan - Konyo Konyo
2012-05-15,SSP/3.5 KG,Millet (white) - Retail,38.0,South Sudan - Konyo Konyo
2012-10-15,SSP/3.5 KG,Millet (white) - Retail,43.75,South Sudan - Konyo Konyo
2012-11-15,SSP/3.5 KG,Millet (white) - Retail,25.0,South Sudan - Konyo Konyo
2013-04-15,SSP/3.5 KG,Millet (white) - Retail,27.2,South Sudan - Konyo Konyo
2013-05-15,SSP/3.5 KG,Millet (white) - Retail,27.5,South Sudan - Konyo Konyo
2013-06-15,SSP/3.5 KG,Millet (white) - Retail,33.0,South Sudan - Konyo Konyo
2013-07-15,SSP/3.5 KG,Millet (white) - Retail,30.0,South Sudan - Konyo Konyo
2013-08-15,SSP/3.5 KG,Millet (white) - Retail,35.0,South Sudan - Konyo Konyo
2013-09-15,SSP/3.5 KG,Millet (white) - Retail,26.25,South Sudan - Konyo Konyo
2013-10-15,SSP/3.5 KG,Millet (white) - Retail,19.0,South Sudan - Konyo Konyo
2013-11-15,SSP/3.5 KG,Millet (white) - Retail,20.0,South Sudan - Konyo Konyo
2013-12-15,SSP/3.5 KG,Millet (white) - Retail,20.0,South Sudan - Konyo Konyo
2014-01-15,SSP/3.5 KG,Millet (white) - Retail,35.0,South Sudan - Konyo Konyo
2014-02-15,SSP/3.5 KG,Millet (white) - Retail,26.0,South Sudan - Konyo Konyo
2014-03-15,SSP/3.5 KG,Millet (white) - Retail,26.0,South Sudan - Konyo Konyo
2014-04-15,SSP/3.5 KG,Millet (white) - Retail,25.0,South Sudan - Konyo Konyo
2014-05-15,SSP/3.5 KG,Millet (white) - Retail,24.0,South Sudan - Konyo Konyo
2014-06-15,SSP/3.5 KG,Millet (white) - Retail,24.0,South Sudan - Konyo Konyo
2014-07-15,SSP/3.5 KG,Millet (white) - Retail,23.0,South Sudan - Konyo Konyo
2014-08-15,SSP/3.5 KG,Millet (white) - Retail,22.75,South Sudan - Konyo Konyo
2014-09-15,SSP/3.5 KG,Millet (white) - Retail,22.0,South Sudan - Konyo Konyo
2014-10-15,SSP/3.5 KG,Millet (white) - Retail,24.25,South Sudan - Konyo Konyo
2014-11-15,SSP/3.5 KG,Millet (white) - Retail,23.0,South Sudan - Konyo Konyo
2014-12-15,SSP/3.5 KG,Millet (white) - Retail,28.2,South Sudan - Konyo Konyo
2015-01-15,SSP/3.5 KG,Millet (white) - Retail,28.2,South Sudan - Konyo Konyo
2015-02-15,SSP/3.5 KG,Millet (white) - Retail,30.0,South Sudan - Konyo Konyo
2015-03-15,SSP/3.5 KG,Millet (white) - Retail,30.5,South Sudan - Konyo Konyo
2015-04-15,SSP/3.5 KG,Millet (white) - Retail,44.0,South Sudan - Konyo Konyo
2015-11-15,SSP/3.5 KG,Millet (white) - Retail,68.8,South Sudan - Konyo Konyo
2015-12-15,SSP/3.5 KG,Millet (white) - Retail,71.8,South Sudan - Konyo Konyo
2016-01-15,SSP/3.5 KG,Millet (white) - Retail,80.0,South Sudan - Konyo Konyo
2016-02-15,SSP/3.5 KG,Millet (white) - Retail,120.0,South Sudan - Konyo Konyo
2016-03-15,SSP/3.5 KG,Millet (white) - Retail,134.0,South Sudan - Konyo Konyo
2016-04-15,SSP/3.5 KG,Millet (white) - Retail,132.2,South Sudan - Konyo Konyo
2016-05-15,SSP/3.5 KG,Millet (white) - Retail,120.0,South Sudan - Konyo Konyo
2016-08-15,SSP/3.5 KG,Millet (white) - Retail,300.0,South Sudan - Konyo Konyo
2016-10-15,SSP/3.5 KG,Millet (white) - Retail,154.0,South Sudan - Konyo Konyo
2016-11-15,SSP/3.5 KG,Millet (white) - Retail,170.0,South Sudan - Konyo Konyo
2016-12-15,SSP/3.5 KG,Millet (white) - Retail,228.0,South Sudan - Konyo Konyo
2017-01-15,SSP/3.5 KG,Millet (white) - Retail,270.0,South Sudan - Konyo Konyo
2017-02-15,SSP/3.5 KG,Millet (white) - Retail,293.7,South Sudan - Konyo Konyo
2017-03-15,SSP/3.5 KG,Millet (white) - Retail,313.0,South Sudan - Konyo Konyo
2017-04-15,SSP/3.5 KG,Millet (white) - Retail,540.0,South Sudan - Konyo Konyo
2017-05-15,SSP/3.5 KG,Millet (white) - Retail,578.0,South Sudan - Konyo Konyo
2017-06-15,SSP/3.5 KG,Millet (white) - Retail,486.0,South Sudan - Konyo Konyo
2017-07-15,SSP/3.5 KG,Millet (white) - Retail,412.0,South Sudan - Konyo Konyo
2017-08-15,SSP/3.5 KG,Millet (white) - Retail,450.0,South Sudan - Konyo Konyo
2017-10-15,SSP/3.5 KG,Millet (white) - Retail,500.0,South Sudan - Konyo Konyo
2017-11-15,SSP/3.5 KG,Millet (white) - Retail,488.0,South Sudan - Konyo Konyo
2017-12-15,SSP/3.5 KG,Millet (white) - Retail,467.0,South Sudan - Konyo Konyo
2018-01-15,SSP/3.5 KG,Millet (white) - Retail,338.0,South Sudan - Konyo Konyo
2018-03-15,SSP/3.5 KG,Millet (white) - Retail,388.0,South Sudan - Konyo Konyo
2018-04-15,SSP/3.5 KG,Millet (white) - Retail,838.0,South Sudan - Konyo Konyo
2018-06-15,SSP/3.5 KG,Millet (white) - Retail,800.0,South Sudan - Konyo Konyo
2018-07-15,SSP/3.5 KG,Millet (white) - Retail,800.0,South Sudan - Konyo Konyo
2018-08-15,SSP/3.5 KG,Millet (white) - Retail,900.0,South Sudan - Konyo Konyo
2018-09-15,SSP/3.5 KG,Millet (white) - Retail,913.0,South Sudan - Konyo Konyo
2018-10-15,SSP/3.5 KG,Millet (white) - Retail,437.5,South Sudan - Konyo Konyo
2018-12-15,SSP/3.5 KG,Millet (white) - Retail,563.0,South Sudan - Konyo Konyo
2019-03-15,SSP/3.5 KG,Millet (white) - Retail,700.0,South Sudan - Konyo Konyo
2007-08-15,SSP/3.5 KG,Sesame - Retail,7.325,South Sudan - Konyo Konyo
2007-09-15,SSP/3.5 KG,Sesame - Retail,7.325,South Sudan - Konyo Konyo
2007-10-15,SSP/3.5 KG,Sesame - Retail,7.5,South Sudan - Konyo Konyo
2007-11-15,SSP/3.5 KG,Sesame - Retail,7.98,South Sudan - Konyo Konyo
2007-12-15,SSP/3.5 KG,Sesame - Retail,8.3,South Sudan - Konyo Konyo
2008-01-15,SSP/3.5 KG,Sesame - Retail,8.0333,South Sudan - Konyo Konyo
2008-02-15,SSP/3.5 KG,Sesame - Retail,7.52,South Sudan - Konyo Konyo
2008-03-15,SSP/3.5 KG,Sesame - Retail,7.6,South Sudan - Konyo Konyo
2008-04-15,SSP/3.5 KG,Sesame - Retail,10.0,South Sudan - Konyo Konyo
2008-07-15,SSP/3.5 KG,Sesame - Retail,14.2333,South Sudan - Konyo Konyo
2008-08-15,SSP/3.5 KG,Sesame - Retail,16.7,South Sudan - Konyo Konyo
2008-10-15,SSP/3.5 KG,Sesame - Retail,15.0,South Sudan - Konyo Konyo
2008-11-15,SSP/3.5 KG,Sesame - Retail,16.425,South Sudan - Konyo Konyo
2008-12-15,SSP/3.5 KG,Sesame - Retail,20.0,South Sudan - Konyo Konyo
2009-01-15,SSP/3.5 KG,Sesame - Retail,14.8,South Sudan - Konyo Konyo
2009-02-15,SSP/3.5 KG,Sesame - Retail,13.3,South Sudan - Konyo Konyo
2009-03-15,SSP/3.5 KG,Sesame - Retail,14.5,South Sudan - Konyo Konyo
2009-04-15,SSP/3.5 KG,Sesame - Retail,14.15,South Sudan - Konyo Konyo
2009-05-15,SSP/3.5 KG,Sesame - Retail,14.075,South Sudan - Konyo Konyo
2009-06-15,SSP/3.5 KG,Sesame - Retail,12.875,South Sudan - Konyo Konyo
2009-07-15,SSP/3.5 KG,Sesame - Retail,17.5,South Sudan - Konyo Konyo
2009-08-15,SSP/3.5 KG,Sesame - Retail,17.5,South Sudan - Konyo Konyo
2009-09-15,SSP/3.5 KG,Sesame - Retail,16.3333,South Sudan - Konyo Konyo
2009-10-15,SSP/3.5 KG,Sesame - Retail,14.0,South Sudan - Konyo Konyo
2009-11-15,SSP/3.5 KG,Sesame - Retail,12.5,South Sudan - Konyo Konyo
2009-12-15,SSP/3.5 KG,Sesame - Retail,12.5,South Sudan - Konyo Konyo
2010-01-15,SSP/3.5 KG,Sesame - Retail,12.2,South Sudan - Konyo Konyo
2010-02-15,SSP/3.5 KG,Sesame - Retail,13.0,South Sudan - Konyo Konyo
2010-03-15,SSP/3.5 KG,Sesame - Retail,12.5,South Sudan - Konyo Konyo
2010-04-15,SSP/3.5 KG,Sesame - Retail,12.0,South Sudan - Konyo Konyo
2010-05-15,SSP/3.5 KG,Sesame - Retail,15.5,South Sudan - Konyo Konyo
2010-06-15,SSP/3.5 KG,Sesame - Retail,18.0,South Sudan - Konyo Konyo
2010-07-15,SSP/3.5 KG,Sesame - Retail,17.0,South Sudan - Konyo Konyo
2010-08-15,SSP/3.5 KG,Sesame - Retail,15.6667,South Sudan - Konyo Konyo
2010-09-15,SSP/3.5 KG,Sesame - Retail,15.75,South Sudan - Konyo Konyo
2010-10-15,SSP/3.5 KG,Sesame - Retail,15.5,South Sudan - Konyo Konyo
2010-11-15,SSP/3.5 KG,Sesame - Retail,2.0,South Sudan - Konyo Konyo
2011-01-15,SSP/3.5 KG,Sesame - Retail,18.0,South Sudan - Konyo Konyo
2011-02-15,SSP/3.5 KG,Sesame - Retail,18.0,South Sudan - Konyo Konyo
2011-03-15,SSP/3.5 KG,Sesame - Retail,16.5,South Sudan - Konyo Konyo
2011-04-15,SSP/3.5 KG,Sesame - Retail,16.25,South Sudan - Konyo Konyo
2011-05-15,SSP/3.5 KG,Sesame - Retail,16.5,South Sudan - Konyo Konyo
2011-06-15,SSP/3.5 KG,Sesame - Retail,17.25,South Sudan - Konyo Konyo
2011-07-15,SSP/3.5 KG,Sesame - Retail,19.0,South Sudan - Konyo Konyo
2011-08-15,SSP/3.5 KG,Sesame - Retail,23.5,South Sudan - Konyo Konyo
2011-09-15,SSP/3.5 KG,Sesame - Retail,19.75,South Sudan - Konyo Konyo
2011-10-15,SSP/3.5 KG,Sesame - Retail,18.125,South Sudan - Konyo Konyo
2011-11-15,SSP/3.5 KG,Sesame - Retail,27.25,South Sudan - Konyo Konyo
2011-12-15,SSP/3.5 KG,Sesame - Retail,26.0,South Sudan - Konyo Konyo
2012-01-15,SSP/3.5 KG,Sesame - Retail,29.5,South Sudan - Konyo Konyo
2012-02-15,SSP/3.5 KG,Sesame - Retail,29.5,South Sudan - Konyo Konyo
2012-03-15,SSP/3.5 KG,Sesame - Retail,35.6,South Sudan - Konyo Konyo
2012-04-15,SSP/3.5 KG,Sesame - Retail,35.75,South Sudan - Konyo Konyo
2012-05-15,SSP/3.5 KG,Sesame - Retail,37.5,South Sudan - Konyo Konyo
2012-07-15,SSP/3.5 KG,Sesame - Retail,19.0,South Sudan - Konyo Konyo
2012-08-15,SSP/3.5 KG,Sesame - Retail,23.5,South Sudan - Konyo Konyo
2012-09-15,SSP/3.5 KG,Sesame - Retail,19.8,South Sudan - Konyo Konyo
2012-10-15,SSP/3.5 KG,Sesame - Retail,36.5,South Sudan - Konyo Konyo
2012-11-15,SSP/3.5 KG,Sesame - Retail,27.67,South Sudan - Konyo Konyo
2012-12-15,SSP/3.5 KG,Sesame - Retail,21.25,South Sudan - Konyo Konyo
2013-04-15,SSP/3.5 KG,Sesame - Retail,24.2,South Sudan - Konyo Konyo
2013-05-15,SSP/3.5 KG,Sesame - Retail,27.5,South Sudan - Konyo Konyo
2013-06-15,SSP/3.5 KG,Sesame - Retail,30.0,South Sudan - Konyo Konyo
2013-07-15,SSP/3.5 KG,Sesame - Retail,30.0,South Sudan - Konyo Konyo
2013-08-15,SSP/3.5 KG,Sesame - Retail,30.25,South Sudan - Konyo Konyo
2013-09-15,SSP/3.5 KG,Sesame - Retail,26.25,South Sudan - Konyo Konyo
2013-10-15,SSP/3.5 KG,Sesame - Retail,24.5,South Sudan - Konyo Konyo
2013-11-15,SSP/3.5 KG,Sesame - Retail,30.0,South Sudan - Konyo Konyo
2013-12-15,SSP/3.5 KG,Sesame - Retail,20.75,South Sudan - Konyo Konyo
2014-01-15,SSP/3.5 KG,Sesame - Retail,24.0,South Sudan - Konyo Konyo
2014-02-15,SSP/3.5 KG,Sesame - Retail,27.0,South Sudan - Konyo Konyo
2014-03-15,SSP/3.5 KG,Sesame - Retail,26.0,South Sudan - Konyo Konyo
2014-04-15,SSP/3.5 KG,Sesame - Retail,26.0,South Sudan - Konyo Konyo
2014-05-15,SSP/3.5 KG,Sesame - Retail,25.0,South Sudan - Konyo Konyo
2014-06-15,SSP/3.5 KG,Sesame - Retail,23.0,South Sudan - Konyo Konyo
2014-07-15,SSP/3.5 KG,Sesame - Retail,23.0,South Sudan - Konyo Konyo
2014-08-15,SSP/3.5 KG,Sesame - Retail,24.25,South Sudan - Konyo Konyo
2014-09-15,SSP/3.5 KG,Sesame - Retail,20.0,South Sudan - Konyo Konyo
2014-10-15,SSP/3.5 KG,Sesame - Retail,20.5,South Sudan - Konyo Konyo
2014-11-15,SSP/3.5 KG,Sesame - Retail,22.3333,South Sudan - Konyo Konyo
2014-12-15,SSP/3.5 KG,Sesame - Retail,32.8,South Sudan - Konyo Konyo
2015-01-15,SSP/3.5 KG,Sesame - Retail,39.0,South Sudan - Konyo Konyo
2015-02-15,SSP/3.5 KG,Sesame - Retail,12.5,South Sudan - Konyo Konyo
2015-03-15,SSP/3.5 KG,Sesame - Retail,11.6,South Sudan - Konyo Konyo
2015-04-15,SSP/3.5 KG,Sesame - Retail,43.8,South Sudan - Konyo Konyo
2015-05-15,SSP/3.5 KG,Sesame - Retail,43.5,South Sudan - Konyo Konyo
2015-06-15,SSP/3.5 KG,Sesame - Retail,32.5,South Sudan - Konyo Konyo
2015-07-15,SSP/3.5 KG,Sesame - Retail,43.0,South Sudan - Konyo Konyo
2015-08-15,SSP/3.5 KG,Sesame - Retail,42.8,South Sudan - Konyo Konyo
2015-09-15,SSP/3.5 KG,Sesame - Retail,37.5,South Sudan - Konyo Konyo
2015-10-15,SSP/3.5 KG,Sesame - Retail,50.2,South Sudan - Konyo Konyo
2015-11-15,SSP/3.5 KG,Sesame - Retail,56.2,South Sudan - Konyo Konyo
2015-12-15,SSP/3.5 KG,Sesame - Retail,77.5,South Sudan - Konyo Konyo
2016-01-15,SSP/3.5 KG,Sesame - Retail,80.0,South Sudan - Konyo Konyo
2016-02-15,SSP/3.5 KG,Sesame - Retail,51.0,South Sudan - Konyo Konyo
2016-03-15,SSP/3.5 KG,Sesame - Retail,120.5,South Sudan - Konyo Konyo
2016-04-15,SSP/3.5 KG,Sesame - Retail,128.75,South Sudan - Konyo Konyo
2016-05-15,SSP/3.5 KG,Sesame - Retail,106.0,South Sudan - Konyo Konyo
2016-08-15,SSP/3.5 KG,Sesame - Retail,315.0,South Sudan - Konyo Konyo
2016-10-15,SSP/3.5 KG,Sesame - Retail,132.2,South Sudan - Konyo Konyo
2016-11-15,SSP/3.5 KG,Sesame - Retail,127.5,South Sudan - Konyo Konyo
2016-12-15,SSP/3.5 KG,Sesame - Retail,241.0,South Sudan - Konyo Konyo
2017-01-15,SSP/3.5 KG,Sesame - Retail,276.0,South Sudan - Konyo Konyo
2017-02-15,SSP/3.5 KG,Sesame - Retail,475.0,South Sudan - Konyo Konyo
2017-03-15,SSP/3.5 KG,Sesame - Retail,612.0,South Sudan - Konyo Konyo
2017-04-15,SSP/3.5 KG,Sesame - Retail,550.0,South Sudan - Konyo Konyo
2017-05-15,SSP/3.5 KG,Sesame - Retail,552.0,South Sudan - Konyo Konyo
2017-06-15,SSP/3.5 KG,Sesame - Retail,533.0,South Sudan - Konyo Konyo
2017-07-15,SSP/3.5 KG,Sesame - Retail,606.0,South Sudan - Konyo Konyo
2017-08-15,SSP/3.5 KG,Sesame - Retail,550.0,South Sudan - Konyo Konyo
2017-10-15,SSP/3.5 KG,Sesame - Retail,500.0,South Sudan - Konyo Konyo
2017-11-15,SSP/3.5 KG,Sesame - Retail,525.0,South Sudan - Konyo Konyo
2017-12-15,SSP/3.5 KG,Sesame - Retail,566.0,South Sudan - Konyo Konyo
2018-01-15,SSP/3.5 KG,Sesame - Retail,485.0,South Sudan - Konyo Konyo
2018-03-15,SSP/3.5 KG,Sesame - Retail,500.0,South Sudan - Konyo Konyo
2018-04-15,SSP/3.5 KG,Sesame - Retail,1400.0,South Sudan - Konyo Konyo
2018-06-15,SSP/3.5 KG,Sesame - Retail,745.0,South Sudan - Konyo Konyo
2018-07-15,SSP/3.5 KG,Sesame - Retail,730.0,South Sudan - Konyo Konyo
2018-08-15,SSP/3.5 KG,Sesame - Retail,730.0,South Sudan - Konyo Konyo
2018-09-15,SSP/3.5 KG,Sesame - Retail,638.0,South Sudan - Konyo Konyo
2018-10-15,SSP/3.5 KG,Sesame - Retail,500.0,South Sudan - Konyo Konyo
2018-12-15,SSP/3.5 KG,Sesame - Retail,638.0,South Sudan - Konyo Konyo
2019-03-15,SSP/3.5 KG,Sesame - Retail,650.0,South Sudan - Konyo Konyo
2018-12-15,SSP/KG,Salt - Retail,202.0,South Sudan - Konyo Konyo
2019-03-15,SSP/KG,Salt - Retail,115.0,South Sudan - Konyo Konyo
2018-03-15,SSP/KG,"Sugar (brown, imported) - Retail",210.0,South Sudan - Konyo Konyo
2018-04-15,SSP/KG,"Sugar (brown, imported) - Retail",205.0,South Sudan - Konyo Konyo
2018-06-15,SSP/KG,"Sugar (brown, imported) - Retail",255.0,South Sudan - Konyo Konyo
2018-07-15,SSP/KG,"Sugar (brown, imported) - Retail",400.0,South Sudan - Konyo Konyo
2018-08-15,SSP/KG,"Sugar (brown, imported) - Retail",285.0,South Sudan - Konyo Konyo
2018-09-15,SSP/KG,"Sugar (brown, imported) - Retail",240.0,South Sudan - Konyo Konyo
2018-10-15,SSP/KG,"Sugar (brown, imported) - Retail",250.0,South Sudan - Konyo Konyo
2018-12-15,SSP/KG,"Sugar (brown, imported) - Retail",228.0,South Sudan - Konyo Konyo
2019-03-15,SSP/KG,"Sugar (brown, imported) - Retail",225.0,South Sudan - Konyo Konyo
2012-01-15,SSP/L,Fuel (diesel) - Retail,6.0,South Sudan - Konyo Konyo
2012-02-15,SSP/L,Fuel (diesel) - Retail,5.75,South Sudan - Konyo Konyo
2012-03-15,SSP/L,Fuel (diesel) - Retail,5.0,South Sudan - Konyo Konyo
2012-04-15,SSP/L,Fuel (diesel) - Retail,6.0,South Sudan - Konyo Konyo
2012-05-15,SSP/L,Fuel (diesel) - Retail,6.0,South Sudan - Konyo Konyo
2012-06-15,SSP/L,Fuel (diesel) - Retail,6.0,South Sudan - Konyo Konyo
2012-07-15,SSP/L,Fuel (diesel) - Retail,6.0,South Sudan - Konyo Konyo
2012-08-15,SSP/L,Fuel (diesel) - Retail,6.0,South Sudan - Konyo Konyo
2012-09-15,SSP/L,Fuel (diesel) - Retail,6.0,South Sudan - Konyo Konyo
2012-10-15,SSP/L,Fuel (diesel) - Retail,6.0,South Sudan - Konyo Konyo
2012-11-15,SSP/L,Fuel (diesel) - Retail,6.0,South Sudan - Konyo Konyo
2012-12-15,SSP/L,Fuel (diesel) - Retail,6.0,South Sudan - Konyo Konyo
2013-01-15,SSP/L,Fuel (diesel) - Retail,6.0,South Sudan - Konyo Konyo
2013-02-15,SSP/L,Fuel (diesel) - Retail,6.0,South Sudan - Konyo Konyo
2013-03-15,SSP/L,Fuel (diesel) - Retail,6.0,South Sudan - Konyo Konyo
2013-04-15,SSP/L,Fuel (diesel) - Retail,6.0,South Sudan - Konyo Konyo
2013-05-15,SSP/L,Fuel (diesel) - Retail,6.0,South Sudan - Konyo Konyo
2013-06-15,SSP/L,Fuel (diesel) - Retail,6.0,South Sudan - Konyo Konyo
2013-07-15,SSP/L,Fuel (diesel) - Retail,6.0,South Sudan - Konyo Konyo
2013-08-15,SSP/L,Fuel (diesel) - Retail,6.0,South Sudan - Konyo Konyo
2013-09-15,SSP/L,Fuel (diesel) - Retail,6.0,South Sudan - Konyo Konyo
2013-10-15,SSP/L,Fuel (diesel) - Retail,6.0,South Sudan - Konyo Konyo
2013-11-15,SSP/L,Fuel (diesel) - Retail,6.0,South Sudan - Konyo Konyo
2013-12-15,SSP/L,Fuel (diesel) - Retail,6.0,South Sudan - Konyo Konyo
2014-01-15,SSP/L,Fuel (diesel) - Retail,6.0,South Sudan - Konyo Konyo
2014-02-15,SSP/L,Fuel (diesel) - Retail,6.0,South Sudan - Konyo Konyo
2014-03-15,SSP/L,Fuel (diesel) - Retail,6.0,South Sudan - Konyo Konyo
2014-04-15,SSP/L,Fuel (diesel) - Retail,6.0,South Sudan - Konyo Konyo
2014-05-15,SSP/L,Fuel (diesel) - Retail,6.0,South Sudan - Konyo Konyo
2014-06-15,SSP/L,Fuel (diesel) - Retail,6.0,South Sudan - Konyo Konyo
2014-07-15,SSP/L,Fuel (diesel) - Retail,6.0,South Sudan - Konyo Konyo
2015-05-15,SSP/L,Fuel (diesel) - Retail,6.0,South Sudan - Konyo Konyo
2015-06-15,SSP/L,Fuel (diesel) - Retail,6.0,South Sudan - Konyo Konyo
2015-07-15,SSP/L,Fuel (diesel) - Retail,6.0,South Sudan - Konyo Konyo
2015-08-15,SSP/L,Fuel (diesel) - Retail,6.0,South Sudan - Konyo Konyo
2015-09-15,SSP/L,Fuel (diesel) - Retail,6.0,South Sudan - Konyo Konyo
2015-10-15,SSP/L,Fuel (diesel) - Retail,6.0,South Sudan - Konyo Konyo
2015-12-15,SSP/L,Fuel (diesel) - Retail,22.0,South Sudan - Konyo Konyo
2016-01-15,SSP/L,Fuel (diesel) - Retail,22.0,South Sudan - Konyo Konyo
2016-02-15,SSP/L,Fuel (diesel) - Retail,22.0,South Sudan - Konyo Konyo
2016-04-15,SSP/L,Fuel (diesel) - Retail,22.0,South Sudan - Konyo Konyo
2016-05-15,SSP/L,Fuel (diesel) - Retail,22.0,South Sudan - Konyo Konyo
2016-07-15,SSP/L,Fuel (diesel) - Retail,60.0,South Sudan - Konyo Konyo
2016-08-15,SSP/L,Fuel (diesel) - Retail,70.0,South Sudan - Konyo Konyo
2016-10-15,SSP/L,Fuel (diesel) - Retail,75.0,South Sudan - Konyo Konyo
2016-11-15,SSP/L,Fuel (diesel) - Retail,90.0,South Sudan - Konyo Konyo
2016-12-15,SSP/L,Fuel (diesel) - Retail,120.0,South Sudan - Konyo Konyo
2017-01-15,SSP/L,Fuel (diesel) - Retail,180.0,South Sudan - Konyo Konyo
2017-02-15,SSP/L,Fuel (diesel) - Retail,22.0,South Sudan - Konyo Konyo
2017-03-15,SSP/L,Fuel (diesel) - Retail,22.0,South Sudan - Konyo Konyo
2017-04-15,SSP/L,Fuel (diesel) - Retail,22.0,South Sudan - Konyo Konyo
2017-05-15,SSP/L,Fuel (diesel) - Retail,22.0,South Sudan - Konyo Konyo
2017-06-15,SSP/L,Fuel (diesel) - Retail,373.0,South Sudan - Konyo Konyo
2017-07-15,SSP/L,Fuel (diesel) - Retail,450.0,South Sudan - Konyo Konyo
2017-08-15,SSP/L,Fuel (diesel) - Retail,235.0,South Sudan - Konyo Konyo
2017-10-15,SSP/L,Fuel (diesel) - Retail,260.0,South Sudan - Konyo Konyo
2017-11-15,SSP/L,Fuel (diesel) - Retail,250.0,South Sudan - Konyo Konyo
2017-12-15,SSP/L,Fuel (diesel) - Retail,250.0,South Sudan - Konyo Konyo
2018-01-15,SSP/L,Fuel (diesel) - Retail,200.0,South Sudan - Konyo Konyo
2018-03-15,SSP/L,Fuel (diesel) - Retail,250.0,South Sudan - Konyo Konyo
2018-04-15,SSP/L,Fuel (diesel) - Retail,248.0,South Sudan - Konyo Konyo
2018-07-15,SSP/L,Fuel (diesel) - Retail,270.0,South Sudan - Konyo Konyo
2018-08-15,SSP/L,Fuel (diesel) - Retail,200.0,South Sudan - Konyo Konyo
2018-09-15,SSP/L,Fuel (diesel) - Retail,190.0,South Sudan - Konyo Konyo
2018-10-15,SSP/L,Fuel (diesel) - Retail,190.0,South Sudan - Konyo Konyo
2018-12-15,SSP/L,Fuel (diesel) - Retail,217.0,South Sudan - Konyo Konyo
2019-03-15,SSP/L,Fuel (diesel) - Retail,218.0,South Sudan - Konyo Konyo
2012-01-15,SSP/L,Fuel (petrol-gasoline) - Retail,6.0,South Sudan - Konyo Konyo
2012-02-15,SSP/L,Fuel (petrol-gasoline) - Retail,6.0,South Sudan - Konyo Konyo
2012-03-15,SSP/L,Fuel (petrol-gasoline) - Retail,6.0,South Sudan - Konyo Konyo
2012-04-15,SSP/L,Fuel (petrol-gasoline) - Retail,6.0,South Sudan - Konyo Konyo
2012-05-15,SSP/L,Fuel (petrol-gasoline) - Retail,6.0,South Sudan - Konyo Konyo
2012-06-15,SSP/L,Fuel (petrol-gasoline) - Retail,6.0,South Sudan - Konyo Konyo
2012-07-15,SSP/L,Fuel (petrol-gasoline) - Retail,6.0,South Sudan - Konyo Konyo
2012-08-15,SSP/L,Fuel (petrol-gasoline) - Retail,6.0,South Sudan - Konyo Konyo
2012-09-15,SSP/L,Fuel (petrol-gasoline) - Retail,6.0,South Sudan - Konyo Konyo
2012-10-15,SSP/L,Fuel (petrol-gasoline) - Retail,6.0,South Sudan - Konyo Konyo
2012-11-15,SSP/L,Fuel (petrol-gasoline) - Retail,6.0,South Sudan - Konyo Konyo
2012-12-15,SSP/L,Fuel (petrol-gasoline) - Retail,6.0,South Sudan - Konyo Konyo
2013-01-15,SSP/L,Fuel (petrol-gasoline) - Retail,6.0,South Sudan - Konyo Konyo
2013-02-15,SSP/L,Fuel (petrol-gasoline) - Retail,6.0,South Sudan - Konyo Konyo
2013-03-15,SSP/L,Fuel (petrol-gasoline) - Retail,6.0,South Sudan - Konyo Konyo
